,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
69,2012-03-04,Республика Дагестан,Казбековская,28246,27400,0,23060,2589,1751,2589,23060,167,25482,37,9,49,28,0,0,0,0,5,0.02,1004,3.91,36,0.14,42,0.16,24395,95.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
70,2012-03-04,Республика Дагестан,Кайтагская,19978,19050,0,17234,569,1247,569,17214,62,17721,35,0,3,35,1,0,0,0,23,0.13,611,3.44,17,0.1,29,0.16,17041,95.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
71,2012-03-04,Республика Дагестан,Карабудахкентская,44693,43450,1,39170,2886,1393,2887,39170,211,41846,36,5,0,31,0,0,0,0,5,0.01,1527,3.63,96,0.23,140,0.33,40078,95.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
72,2012-03-04,Республика Дагестан,Каспийская городская,50192,48900,0,46307,1170,1423,1170,46307,552,46925,63,15,41,48,0,0,0,0,130,0.27,4169,8.78,193,0.41,475,1.0,41958,88.38,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
73,2012-03-04,Республика Дагестан,Каякентская,32924,31600,0,25000,826,5774,826,24999,97,25728,29,6,6,23,4,0,0,0,70,0.27,4522,17.51,83,0.32,180,0.7,20873,80.82,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
74,2012-03-04,Республика Дагестан,Кизилюртовская,42645,41650,0,38720,940,1990,940,38720,0,39660,45,0,0,45,0,0,0,0,0,0.0,1585,3.99,0,0.0,0,0.0,38075,96.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
75,2012-03-04,Республика Дагестан,Кизилюртовская городская,26588,25150,0,23470,731,949,731,23470,72,24129,52,15,1,37,0,0,0,0,26,0.11,1719,7.1,62,0.26,98,0.4,22224,91.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
76,2012-03-04,Республика Дагестан,Кизлярская,41720,40400,0,36935,1798,1667,1798,36935,124,38609,54,1,4,53,1,0,0,0,9,0.02,1647,4.25,69,0.18,163,0.42,36721,94.81,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
77,2012-03-04,Республика Дагестан,Кизлярская городская,25037,24350,0,19027,3495,1828,3495,19027,190,22332,57,25,63,32,1,0,0,0,173,0.77,2567,11.4,141,0.63,325,1.44,19126,84.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
78,2012-03-04,Республика Дагестан,Кулинская,7411,7400,0,6504,824,72,824,6504,18,7310,17,1,0,16,0,0,0,0,1,0.01,246,3.36,10,0.14,15,0.2,7038,96.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
79,2012-03-04,Республика Дагестан,Кумторкалинская,14113,13650,0,13235,11,404,11,13235,45,13201,10,0,2,10,0,0,0,0,4,0.03,277,2.09,211,1.59,23,0.17,12686,95.77,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
80,2012-03-04,Республика Дагестан,Курахская,10638,10350,0,9131,897,322,897,9131,54,9974,30,3,3,27,0,0,0,0,10,0.1,240,2.39,3,0.03,19,0.19,9702,96.75,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
81,2012-03-04,Республика Дагестан,Лакская,7693,7800,0,7106,231,463,231,7106,21,7316,35,0,0,35,0,0,0,0,7,0.1,378,5.15,9,0.12,19,0.26,6903,94.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
82,2012-03-04,Республика Дагестан,Левашинская,45729,44500,0,38855,4306,1339,4306,38855,274,42887,53,2,0,51,0,0,0,0,13,0.03,2048,4.75,36,0.08,31,0.07,40759,94.43,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
83,2012-03-04,Республика Дагестан,Магарамкентская,38469,37800,0,35430,0,2370,0,35430,33,35397,36,9,4,27,1,0,0,0,25,0.07,932,2.63,13,0.04,56,0.16,34371,97.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
84,2012-03-04,Республика Дагестан,"Махачкала, Кировская",86235,82559,104,76441,3007,3007,2857,76439,157,79139,102,50,39,52,0,0,0,0,63,0.08,6950,8.76,198,0.25,316,0.4,71612,90.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
85,2012-03-04,Республика Дагестан,"Махачкала, Ленинская",77365,74478,0,70730,553,3195,553,70730,93,71190,62,26,23,36,0,0,0,0,68,0.1,5241,7.35,166,0.23,220,0.31,65495,91.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
86,2012-03-04,Республика Дагестан,"Махачкала, Советская",92669,88030,0,83668,1810,2552,1810,83648,227,85231,93,57,40,36,1,0,0,0,202,0.24,7865,9.2,209,0.24,483,0.57,76472,89.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
87,2012-03-04,Республика Дагестан,Новолакская,19366,18600,0,16766,821,1013,820,16759,46,17533,32,9,0,23,0,0,0,0,11,0.06,1036,5.89,36,0.2,82,0.47,16368,93.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
88,2012-03-04,Республика Дагестан,Ногайская,15562,14850,0,9230,974,4646,974,9230,64,10140,22,3,0,19,0,0,0,0,34,0.33,2029,19.88,60,0.59,118,1.16,7899,77.41,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
89,2012-03-04,Республика Дагестан,Рутульская,14728,13745,0,10312,676,2757,676,10289,49,10916,53,1,4,52,0,0,0,0,30,0.27,745,6.79,19,0.17,76,0.69,10046,91.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
90,2012-03-04,Республика Дагестан,Сергокалинская,19952,19300,0,18136,852,312,852,18136,0,18988,40,0,0,40,0,0,0,0,40,0.21,759,3.99,95,0.5,48,0.25,18046,95.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
91,2012-03-04,Республика Дагестан,Сулейман-Стальская,35973,35100,0,33334,971,795,971,33334,115,34190,45,2,4,43,0,0,0,0,20,0.06,1352,3.94,8,0.02,29,0.08,32781,95.56,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
92,2012-03-04,Республика Дагестан,Табасаранская,32679,30950,0,21771,1284,7895,1284,21732,540,22476,66,0,4,66,0,0,0,0,107,0.46,2939,12.77,319,1.39,132,0.57,18979,82.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
93,2012-03-04,Республика Дагестан,Тарумовская,19376,18832,0,17677,248,907,248,17677,81,17844,20,0,0,20,0,0,0,0,18,0.1,1152,6.43,29,0.16,48,0.27,16597,92.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
94,2012-03-04,Республика Дагестан,Тляратинская,14730,14030,0,12722,491,817,491,12722,14,13199,60,1,0,59,0,0,0,0,3,0.02,622,4.71,14,0.11,27,0.2,12533,94.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
95,2012-03-04,Республика Дагестан,Унцукульская,14349,13660,0,11429,1241,990,1241,11429,55,12615,34,3,79,31,0,0,0,0,14,0.11,865,6.83,31,0.24,130,1.03,11575,91.36,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
96,2012-03-04,Республика Дагестан,Хасавюртовская,87376,84900,0,80780,1824,2296,1824,80780,10,82594,65,6,2,59,0,0,0,0,3,0.0,4006,4.85,25,0.03,30,0.04,78530,95.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
97,2012-03-04,Республика Дагестан,Хасавюртовская городская,61656,59400,0,56137,583,2680,583,56133,380,56336,41,9,0,32,0,0,0,0,46,0.08,2740,4.83,867,1.53,1158,2.04,51525,90.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
98,2012-03-04,Республика Дагестан,Хивская,13947,13450,0,11467,1193,789,1192,11466,23,12635,36,0,4,36,0,0,1,0,14,0.11,597,4.72,6,0.05,18,0.14,12000,94.8,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
99,2012-03-04,Республика Дагестан,Хунзахская,19677,19350,0,17172,1318,860,1318,17172,103,18387,57,1,3,56,0,0,0,0,0,0.0,543,2.94,0,0.0,0,0.0,17844,96.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
100,2012-03-04,Республика Дагестан,Цумадинская,13207,12445,0,11447,100,898,100,11447,68,11479,55,0,0,55,0,0,0,0,11,0.1,570,4.94,54,0.47,38,0.33,10806,93.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
101,2012-03-04,Республика Дагестан,Цунтинская,6675,6350,0,5785,74,491,74,5785,28,5831,40,0,0,40,0,0,0,0,3,0.05,395,6.74,2,0.03,3,0.05,5428,92.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
102,2012-03-04,Республика Дагестан,Чародинская,7639,7450,0,6557,371,522,371,6557,1,6927,53,0,0,53,0,0,0,0,1,0.01,343,4.95,2,0.03,2,0.03,6579,94.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
103,2012-03-04,Республика Дагестан,Шамильская,17356,16650,0,15200,465,985,465,15200,19,15646,45,10,0,35,1,0,0,0,0,0.0,595,3.8,17,0.11,149,0.95,14885,95.02,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
104,2012-03-04,Республика Дагестан,Южно-Сухокумская городская,6083,5850,0,5380,100,370,100,5380,6,5474,5,0,0,5,0,0,0,0,13,0.24,421,7.68,12,0.22,41,0.75,4987,91.0,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793854&vrn=100100031793505&prver=0&pronetvd=null&region=5&sub_region=5&type=0&report_mode=null
105,2012-03-04,Республика Хакасия,Абаканская городская,120072,118400,0,69955,3303,45142,3295,69880,942,72233,2467,2093,2290,374,183,0,0,0,6427,8.78,15115,20.66,2945,4.02,8508,11.63,39238,53.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
106,2012-03-04,Республика Хакасия,Алтайская,16319,16140,0,10981,1132,4027,1132,10956,131,11957,540,540,243,0,46,0,0,0,1041,8.61,2276,18.83,284,2.35,721,5.96,7635,63.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
107,2012-03-04,Республика Хакасия,Аскизская,29213,30100,87,18609,1609,9795,1696,18609,222,20083,890,889,584,1,110,0,0,0,1057,5.21,3942,19.41,553,2.72,1040,5.12,13491,66.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
108,2012-03-04,Республика Хакасия,Бейская,13266,12800,0,8508,830,3462,830,8508,69,9269,293,293,177,0,39,0,0,0,777,8.32,1931,20.68,266,2.85,484,5.18,5811,62.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
109,2012-03-04,Республика Хакасия,Боградская,11066,11950,62,6725,826,4337,888,6725,77,7536,706,706,167,0,44,0,0,0,653,8.58,1692,22.23,193,2.54,310,4.07,4688,61.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
110,2012-03-04,Республика Хакасия,Орджоникидзевская,10193,9530,0,5961,844,2725,844,5960,65,6739,497,451,208,46,60,0,0,0,585,8.6,1102,16.2,249,3.66,433,6.36,4370,64.23,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
111,2012-03-04,Республика Хакасия,Саяногорская городская,50651,38705,0,30964,1184,6557,1184,30947,436,31695,888,698,480,190,92,0,0,0,3116,9.7,7746,24.11,1439,4.48,2415,7.52,16979,52.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
112,2012-03-04,Республика Хакасия,Таштыпская,10945,10936,26,7074,602,3234,628,7074,118,7584,493,426,190,67,30,0,0,0,443,5.75,1185,15.39,193,2.51,328,4.26,5435,70.57,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
113,2012-03-04,Республика Хакасия,Усть-Абаканская,28336,28926,0,16593,1898,10435,1898,16586,161,18323,751,751,209,0,49,0,0,0,1561,8.45,3403,18.41,548,2.96,1136,6.15,11675,63.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
114,2012-03-04,Республика Хакасия,Черногорская городская,51766,51030,0,27351,4466,19213,4466,27339,320,31485,745,578,467,167,73,0,0,0,2811,8.84,6618,20.81,1192,3.75,2332,7.33,18532,58.27,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
115,2012-03-04,Республика Хакасия,Ширинская,21223,19560,132,13420,1111,4897,1243,13420,137,14526,428,340,289,88,41,0,0,0,1395,9.51,2950,20.12,510,3.48,835,5.69,8836,60.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
116,2012-03-04,Республика Хакасия,Абазинская городская,12048,12300,0,7198,924,4178,924,7197,93,8028,420,337,77,83,39,0,0,0,706,8.69,1983,24.42,310,3.82,645,7.94,4384,53.98,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
117,2012-03-04,Республика Хакасия,Сорская городская,7480,8300,0,4927,323,3050,323,4927,48,5202,183,74,165,109,17,0,0,0,419,7.98,929,17.7,196,3.73,213,4.06,3445,65.62,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793836&vrn=100100031793505&prver=0&pronetvd=null&region=19&sub_region=19&type=0&report_mode=null
